seg_id,time_to_failure
seg_36e32d,9.605053
seg_3706be,6.5184364
seg_373a04,6.0066495
seg_373ba6,3.9947274
seg_37608b,4.7638273
seg_3761d0,2.0380533
seg_37669c,4.660866
seg_376908,1.9240103
seg_377134,3.93392
seg_3788c5,9.515812
seg_37bf85,2.702581
seg_37f3fb,3.1743898
seg_38001b,2.2671967
seg_383b6b,4.565103
seg_383f2e,7.195055
seg_3865bc,3.4877567
seg_3878d0,2.3317084
seg_389906,7.4949436
seg_38ad16,11.002117
seg_38ee24,5.731841
seg_392019,4.856785
seg_39300d,3.8207078
seg_395e0e,8.0071125
seg_397983,5.716567
seg_397dc9,7.431857
seg_398a25,5.420389
seg_39a886,5.2129126
seg_39ad50,0.1650027
seg_3a1600,4.1624446
seg_3a22ac,4.2768235
seg_3a80c5,5.9801188
seg_3a8a76,2.7125452
seg_3aca44,2.104415
seg_3adb1a,4.1603436
seg_3ae4d9,3.0124516
seg_3af649,4.715769
seg_3b2013,3.2493653
seg_3b30fd,9.814583
seg_3b4414,3.854097
seg_3b7175,3.8104286
seg_3b7724,11.751992
seg_3b95d2,11.075392
seg_3b95dc,3.6093714
seg_3ba485,10.584003
seg_3bb90a,3.4615545
seg_3bc9ed,5.007138
seg_3bd97e,9.626361
seg_3bf9ac,1.9360352
seg_3bfcf6,4.714278
seg_3c3ddf,3.575222
seg_3c4106,4.1125298
seg_3c64fb,5.6367025
seg_3c8545,3.6094584
seg_3cba49,5.6339836
seg_3cbccf,3.4436498
seg_3ce740,9.605024
seg_3cfb73,7.889937
seg_3d059a,3.389964
seg_3d06cc,5.2598186
seg_3d19fc,3.7761555
seg_3d1cb3,4.2457156
seg_3d1f2e,4.6249104
seg_3d581c,2.4008355
seg_3d6aac,7.078456
seg_3d6e79,5.598719
seg_3d9aa0,4.628066
seg_3db0a8,3.7422562
seg_3e00cd,9.964674
seg_3e55d5,2.7643218
seg_3e87b4,1.377225
seg_3ec967,3.9509358
seg_3edf51,3.7487254
seg_3f2086,8.30097
seg_3f3689,3.7533827
seg_3f3983,5.884079
seg_3f5be6,3.7531378
seg_3f80ef,4.7131624
seg_3f99c8,2.6262827
seg_3fb24b,4.4789734
seg_3fc7ca,9.208036
seg_3fdae0,5.619192
seg_407b2b,4.8541894
seg_40b3aa,1.7081642
seg_40f810,3.3224134
seg_411225,3.3704324
seg_414d0f,5.2353024
seg_4185b3,4.423822
seg_419531,9.415705
seg_419b2a,9.61643
seg_41a267,11.527512
seg_41aadc,4.510495
seg_41ab7e,7.135951
seg_41be18,7.130414
seg_41be7d,5.504987
seg_41f45e,7.0809097
seg_420bcc,5.135973
seg_420d4e,7.358985
seg_421a96,6.0771637
seg_421da1,7.539158
seg_423ebe,3.8687422
seg_425462,3.5439634
seg_42648c,3.572785
seg_4280d9,10.985606
seg_428d66,3.4228659
seg_42c4c9,5.0483303
seg_42e7e8,4.625222
seg_42ff14,7.129283
seg_430e66,5.748028
seg_43383f,4.1004424
seg_434c96,2.4141688
seg_43597f,3.5198348
seg_43c6f4,7.54198
seg_440106,10.018199
seg_4401d8,6.643463
seg_441c6d,10.019747
seg_4435bd,3.4966142
seg_447972,3.8376727
seg_447b8b,8.524684
seg_447cb3,10.860733
seg_44d3ca,3.524148
seg_455b16,3.7413955
seg_456149,9.727606
seg_457234,9.892584
seg_45838b,5.8761063
seg_4587bb,7.5973997
seg_45a8a9,3.6535997
seg_45b051,2.422038
seg_45e062,13.924892
seg_45e4ed,3.1442633
seg_45e7ad,3.3103666
seg_46012e,8.264928
seg_460436,10.17753
seg_461ab5,2.8145156
seg_461b63,4.6371613
seg_462c1d,6.750419
seg_464839,6.072317
seg_468bc9,11.211777
seg_468fdb,4.9503946
seg_46a42b,3.382306
seg_46b84d,6.4634695
seg_46c6d3,8.828843
seg_46dd7c,3.0028682
seg_4729a7,3.6159048
seg_4743ab,9.09989
seg_4743fa,11.644577
seg_476700,2.9237301
seg_476bdb,4.3239603
seg_477c83,4.956256
seg_478327,6.1374865
seg_47a48f,10.650682
seg_47d374,3.4104018
seg_47fed6,6.345069
seg_482745,4.592531
seg_4848e3,3.8563132
seg_484901,3.9568567
seg_486973,4.240981
seg_48a4b3,7.431011
seg_48a80c,2.788404
seg_48b545,7.3200274
seg_48feba,2.8589432
seg_490092,8.795807
seg_490d6e,5.079423
seg_492dc6,3.341331
seg_49322d,6.8269815
seg_49336f,2.9190068
seg_495573,10.015335
seg_496d07,3.793223
seg_496dad,2.2974606
seg_49b0cb,11.232874
seg_49d84b,5.513529
seg_49fdf0,7.917347
seg_4a2525,9.182916
seg_4a6096,2.1852446
seg_4a719c,3.8118591
seg_4a91a9,3.1473305
seg_4a9e6b,6.675085
seg_4a9e8d,7.4977436
seg_4ab7bf,10.960924
seg_4abc29,2.2717838
seg_4acc4b,3.2204924
seg_4ad5a2,6.0303354
seg_4ad674,4.293395
seg_4adeda,9.417989
seg_4ae37c,7.557357
seg_4ae712,10.169886
seg_4b0839,2.428956
seg_4b4c91,7.2340403
seg_4b4ffb,2.9620757
seg_4b8044,4.20883
seg_4b953a,2.373214
seg_4ba3d1,7.6694517
seg_4c067a,4.998816
seg_4c12b2,2.5443885
seg_4c18e2,3.3253827
seg_4c3a2b,8.167318
seg_4c4995,4.988452
seg_4c65e6,8.203987
seg_4c8db6,8.221949
seg_4ca6de,5.9642773
seg_4cb0d7,5.6417
seg_4cb9c6,3.1274304
seg_4ce234,4.9698277
seg_4d0008,3.7275417
seg_4d0041,6.8369436
seg_4d0c45,7.0786057
seg_4d18f4,2.035016
seg_4d2671,5.4702997
seg_4d53c2,11.131613
seg_4d5a4a,2.1638904
seg_4d7c56,3.7201276
seg_4d8f0f,3.753528
seg_4db886,7.9111357
seg_4db997,2.5848331
seg_4dbbd1,7.3959684
seg_4ddddc,6.225054
seg_4dfa03,2.9369624
seg_4e0c4a,9.999722
seg_4e2c66,2.0528934
seg_4e3bd7,2.511961
seg_4e627b,4.18405
seg_4e9646,6.412849
seg_4ea3fa,5.7273436
seg_4ea81c,2.9604526
seg_4eb127,3.0981345
seg_4eeaef,2.74443
seg_4eef28,8.745182
seg_4f48b4,1.8212488
seg_4f5931,9.799138
seg_4f76a2,3.816207
seg_4f83a3,8.412953
seg_4fa87d,8.466623
seg_4fce5b,3.368802
seg_4fd191,2.9909885
seg_500108,4.1004705
seg_5009d9,3.1065185
seg_500c80,6.792145
seg_502fab,9.299696
seg_507065,4.673542
seg_5090fa,6.245414
seg_509d55,4.5510154
seg_50a667,2.5509067
seg_50b048,5.3233876
seg_50e270,7.1381373
seg_511d25,7.618582
seg_512b3e,8.725622
seg_514543,3.93327
seg_5147e1,4.5622754
seg_514b85,11.236133
seg_5165a4,5.977421
seg_517345,4.729211
seg_517425,2.368959
seg_51865e,3.6653614
seg_518b1e,1.9482367
seg_51b68c,10.787455
seg_51f0a2,3.727966
seg_51f6fd,6.1985493
seg_521a88,7.6346626
seg_523945,3.4739652
seg_524b39,4.904994
seg_5254ce,9.10698
seg_5255c0,7.016672
seg_52636c,3.6109986
seg_529be4,5.338358
seg_529c99,3.6026196
seg_52c139,11.349144
seg_530a02,10.072992
seg_53103b,3.6189413
seg_5311d1,0.9117184
seg_533613,8.470182
seg_53498a,3.9802985
seg_53a557,3.906954
seg_53a5fd,5.7319546
seg_53bdf5,8.317492
seg_53caf1,6.573406
seg_53d818,3.6575797
seg_53e645,5.300623
seg_53fa13,3.547768
seg_5407b0,2.6020336
seg_5445bc,3.6359918
seg_54490e,7.171809
seg_545fda,7.5250387
seg_5467c8,8.396528
seg_546864,11.049756
seg_5470ca,3.8654647
seg_5495ca,1.8983907
seg_54af0d,2.5054617
seg_54b0ee,6.5727863
seg_54d0f3,2.9595442
seg_55239a,3.5901241
seg_552b8e,10.304491
seg_5559d9,2.2924051
seg_555f63,2.1864033
seg_5597ed,3.2907138
seg_55a0c3,4.0551763
seg_55a9a4,6.569251
seg_55b566,2.14757
seg_55d50b,3.3849685
seg_561cf4,2.3907146
seg_563059,8.025859
seg_5639b3,6.0721493
seg_566efe,11.583178
seg_56e3e7,11.704782
seg_56e6f1,3.8503625
seg_56ebc7,3.3959165
seg_570a20,4.09058
seg_570d69,11.681551
seg_572172,5.8558903
seg_5759c9,6.3509226
seg_5765b6,7.2847385
seg_578e84,10.588747
seg_57908c,2.8346162
seg_57b6c0,4.0955276
seg_57dd68,9.968614
seg_57ea44,2.306424
seg_580b65,5.9520926
seg_581fac,3.1112323
seg_585872,8.182503
seg_586726,3.8531895
seg_586c0f,4.13386
seg_5887a8,9.548271
seg_588f61,2.781066
seg_58d52d,9.7549715
seg_58e74b,2.6280496
seg_58e9f9,9.34433
seg_58ea74,8.731197
seg_59058a,3.6369958
seg_590fa5,4.615136
seg_591954,9.822781
seg_5924f5,3.7148492
seg_592807,7.5806837
seg_593c34,3.6110573
seg_5965d8,3.3770356
seg_596ae3,5.6054087
seg_5975f4,2.932749
seg_597bd6,5.706255
seg_59818b,6.29827
seg_59cd7d,2.5747027
seg_59cfdb,9.604267
seg_59d484,4.8345766
seg_59de0b,1.1491764
seg_59e1db,6.472255
seg_59eb97,4.5823197
seg_5a0479,4.9839087
seg_5a1adb,5.029008
seg_5a242e,5.4329224
seg_5a67b5,7.4308043
seg_5a947e,3.4707322
seg_5abfdd,4.214437
seg_5ad847,2.8998284
seg_5b392b,2.9568787
seg_5b7325,3.863636
seg_5b8c39,3.3888726
seg_5bc0b0,7.339386
seg_5bd9ae,4.5935354
seg_5bdb47,3.4281106
seg_5bfbf0,3.5254579
seg_5c0929,3.2625246
seg_5c1a4d,3.4781368
seg_5c530f,3.7248676
seg_5c57a8,1.8648112
seg_5c8ae5,4.245599
seg_5c9077,5.9854956
seg_5cd98b,2.7982903
seg_5cde88,1.8786929
seg_5cfba9,8.237108
seg_5cfdc4,4.6524925
seg_5d333e,8.391212
seg_5d45db,5.8717265
seg_5d92af,6.1796103
seg_5d94b2,3.667352
seg_5e020f,4.534537
seg_5e0902,3.3370547
seg_5e1bba,4.52497
seg_5e541f,1.7148609
seg_5e635a,2.4857664
seg_5e668a,9.364954
seg_5e70a7,7.4573517
seg_5e7abf,3.5536833
seg_5e8ef4,6.211155
seg_5eb380,3.5600495
seg_5ec0e3,6.863652
seg_5ed47e,8.62962
seg_5ef47e,5.2493033
seg_5f0a92,4.4095964
seg_5f24d3,7.432599
seg_5f352e,3.23862
seg_5f355e,6.552431
seg_5f46a5,9.378299
seg_5f7fd9,4.785466
seg_5fe414,3.161284
seg_60277f,3.6254196
seg_6074f9,4.403427
seg_607559,7.3455987
seg_60ab20,11.278964
seg_60b696,5.4280844
seg_60dacd,10.56391
seg_60df2a,5.6361685
seg_610379,4.783299
seg_61219c,3.6678574
seg_613702,3.9032178
seg_614b50,2.3761363
seg_6153ca,10.860788
seg_6167f0,5.600777
seg_616c8b,9.135657
seg_61b50d,3.270853
seg_61f504,3.0565991
seg_620ee4,4.5124607
seg_622e9d,2.9776113
seg_62331a,3.9831944
seg_6262c4,6.698237
seg_629822,3.6208272
seg_62a403,10.589632
seg_62c582,3.6586437
seg_63130f,11.907082
seg_633651,5.224429
seg_634180,3.2327204
seg_634f05,2.8110862
seg_635770,9.148165
seg_63582a,12.463805
seg_63c13d,4.1650906
seg_63c518,2.6191893
seg_63c8e4,11.499212
seg_63c983,2.037496
seg_63c9a3,5.0973816
seg_63d651,4.149623
seg_6422d1,6.0205216
seg_643d1f,4.81534
seg_643f86,9.074692
seg_64bcb9,9.021362
seg_64be5d,11.380552
seg_64be91,9.90077
seg_64daae,2.6325626
seg_64dcf0,5.4249134
seg_64f8dc,4.315856
seg_650de2,3.3937871
seg_651808,2.5459552
seg_652cc2,4.2487288
seg_655780,2.9318793
seg_655ad6,7.55532
seg_655cae,3.8496623
seg_658bf4,2.3354542
seg_659ff8,3.631854
seg_65b962,4.24623
seg_65c4e1,6.1400504
seg_65ef95,3.6658087
seg_65f01e,9.575846
seg_65fbac,7.4353943
seg_660fe1,2.8100224
seg_660fef,5.041223
seg_661629,3.3599095
seg_666056,2.708568
seg_6681ee,1.7675009
seg_66820a,2.8582566
seg_6696d0,2.777762
seg_66b7c3,7.2836065
seg_66e45a,5.640417
seg_66ed4d,2.367901
seg_670bde,2.9229999
seg_67330f,5.069151
seg_673c60,3.4225469
seg_67599b,5.067056
seg_679dd2,8.516233
seg_67aa76,4.7115917
seg_68102c,11.781393
seg_683ddf,3.589191
seg_686edc,6.4951363
seg_687a5c,2.1284227
seg_68a484,9.584479
seg_68da94,3.6838765
seg_691a72,5.1771097
seg_692e7a,7.6161585
seg_6951e0,3.6204133
seg_695380,2.5388377
seg_696621,4.5682907
seg_6968c8,3.7687488
seg_69787a,7.123959
seg_69a230,4.507187
seg_69a53e,6.91261
seg_69dbad,5.2440977
seg_6a05e7,4.177663
seg_6a116b,5.3653483
seg_6a26de,2.0292697
seg_6a45a0,3.1209016
seg_6a4ad1,9.330534
seg_6ab188,5.1169424
seg_6ac67a,3.8535676
